keyword,search_volume,competition,low_top_of_page_bid,high_top_of_page_bid,cpc,2025_09,2025_08,2025_07,2025_06,2025_05,2025_04,2025_03,2025_02,2025_01,2024_12,2024_11,2024_10,growth_slope,growth_r2,growth_consistency,growth_stability,sustained_growth_score,yoy_trend_%,3month_trend_%
master planning services,140.0,3.0,0.05,3.24,12.97,110.0,140.0,110.0,170.0,210.0,170.0,140.0,110.0,140.0,140.0,140.0,110.0,-2.235287044435013,0.10728818315123712,0.36363636363636365,0.7890253527644188,-0.0004902141291403866,0.0,-21.428571428571427
television deals,301000.0,100.0,0.15,0.99,1.0,201000.0,201000.0,165000.0,1000000.0,201000.0,165000.0,246000.0,165000.0,246000.0,246000.0,450000.0,201000.0,-2483.5594622513468,0.0058301144155120666,0.18181818181818182,0.5476548430314817,-5.0253389993009784e-06,0.0,-18.29268292682927
board game supply,390.0,54.0,0.44,1.57,0.89,320.0,320.0,260.0,320.0,480.0,390.0,390.0,480.0,480.0,390.0,390.0,390.0,6.17262730340188,0.769847217407408,0.5454545454545454,0.9337527067255338,0.006545117265919644,21.875,0.0
prayer candles,9900.0,99.0,0.05,0.98,0.47,12100.0,9900.0,9900.0,9900.0,9900.0,9900.0,9900.0,9900.0,12100.0,12100.0,12100.0,12100.0,218.23108230122557,0.012719754250122617,0.36363636363636365,0.9593783379876875,9.059875812692722e-05,0.0,0.0
nda templates,18100.0,37.0,1.27,6.58,6.45,14800.0,14800.0,14800.0,18100.0,14800.0,18100.0,22200.0,18100.0,33100.0,18100.0,27100.0,22200.0,932.3101883762087,0.8857078292896389,0.45454545454545453,0.9874041483668555,0.020255024650506482,50.0,22.65193370165746
coin collection,33100.0,91.0,0.19,1.31,1.28,33100.0,33100.0,33100.0,33100.0,33100.0,33100.0,33100.0,33100.0,33100.0,33100.0,40500.0,40500.0,590.6466202918318,0.4090922521358281,0.18181818181818182,1.0,0.0013072185251586876,22.356495468277945,22.356495468277945
square fountain,480.0,88.0,0.16,2.75,1.52,480.0,480.0,480.0,480.0,720.0,480.0,390.0,320.0,390.0,320.0,480.0,590.0,-4.67341676935963,0.2661038212875161,0.2727272727272727,0.829494660109323,-0.0005979268967471481,22.916666666666664,84.375
thatch roofing supplies,40.0,90.0,0.62,5.15,3.68,40.0,40.0,40.0,30.0,30.0,40.0,30.0,30.0,30.0,30.0,30.0,70.0,0.8342756842431781,0.18789275832570151,0.18181818181818182,1.0,0.0007963216004386536,75.0,133.33333333333331
analytics insights,9900.0,4.0,0.35,8.41,2.93,5400.0,5400.0,8100.0,18100.0,27100.0,12100.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,-778.1851856428382,0.0004036547198710272,0.2727272727272727,0.3808427399633196,-3.4910292690634507e-06,0.0,0.0
monitor for gaming,673000.0,100.0,0.17,0.64,0.61,450000.0,450000.0,450000.0,450000.0,450000.0,450000.0,550000.0,550000.0,673000.0,1000000.0,1500000.0,1000000.0,81229.81031879903,0.6733244169615273,0.5454545454545454,1.0,0.0523656867878993,122.22222222222223,0.0
automatic doors,33100.0,38.0,0.15,3.82,2.32,33100.0,33100.0,33100.0,33100.0,33100.0,40500.0,40500.0,33100.0,27100.0,27100.0,27100.0,33100.0,-661.2794105576712,0.10598699271020962,0.2727272727272727,0.8315728365816866,-0.0004773164062143216,0.0,22.14022140221402
bird feeders,74000.0,100.0,0.22,1.15,0.87,60500.0,60500.0,110000.0,90500.0,90500.0,74000.0,74000.0,49500.0,74000.0,74000.0,60500.0,40500.0,-2619.966372825353,0.027805230153928773,0.45454545454545453,0.6856894407469917,-0.00030834363561288566,-33.057851239669425,-45.27027027027027
vinyl flooring,450000.0,100.0,0.34,2.09,1.16,368000.0,368000.0,368000.0,368000.0,368000.0,368000.0,450000.0,368000.0,450000.0,368000.0,450000.0,550000.0,10774.551263380854,0.7299497341043214,0.36363636363636365,1.0,0.0073731191027355085,49.45652173913043,49.45652173913043
directional antenna,4400.0,85.0,0.12,1.05,0.94,5400.0,4400.0,4400.0,4400.0,4400.0,4400.0,4400.0,4400.0,5400.0,4400.0,4400.0,5400.0,31.109611858943378,0.1362255875695555,0.18181818181818182,0.8915870675827773,0.0001474459497757024,0.0,22.727272727272727
opportunity program,260.0,5.0,0.97,7.43,8.85,260.0,210.0,210.0,210.0,260.0,320.0,260.0,170.0,210.0,170.0,210.0,320.0,-0.789548526340798,0.08002697697065841,0.36363636363636365,0.9254968626689236,-9.107240055581138e-05,23.076923076923077,88.23529411764706
convention marketing,70.0,16.0,3.38,20.63,4.96,30.0,40.0,40.0,70.0,70.0,70.0,110.0,50.0,70.0,70.0,70.0,50.0,0.8395331128705935,0.7050662069224369,0.8181818181818182,0.8207033060190275,0.006897241234952461,66.66666666666666,-28.57142857142857
quick starts,27100.0,3.0,0.36,21.99,4.93,33100.0,33100.0,33100.0,33100.0,33100.0,33100.0,27100.0,27100.0,27100.0,27100.0,27100.0,27100.0,-665.8317331792887,0.8687490467709731,0.0,0.8378123344849533,-0.0,-18.12688821752266,0.0
gas alarm system,480.0,29.0,0.35,3.2,1.77,880.0,390.0,390.0,390.0,480.0,320.0,480.0,390.0,480.0,390.0,480.0,480.0,-3.3257856320113848,0.4260005179601478,0.45454545454545453,0.5150383337282711,-0.000671639611831359,-45.45454545454545,23.076923076923077
new pet products,170.0,66.0,0.24,2.06,1.12,170.0,140.0,170.0,170.0,170.0,210.0,210.0,210.0,170.0,170.0,140.0,140.0,-2.774589270189206,0.1508253303479753,0.5454545454545454,0.8163373704796919,-0.001073410219398341,-17.647058823529413,-17.647058823529413
headache relief pills,1000.0,53.0,0.01,3.8,0.58,1300.0,1300.0,1300.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,880.0,880.0,-27.398852647988328,0.9192844327598921,0.0,0.7276971956797659,-0.0,-32.30769230769231,-12.0
trade show display,40500.0,100.0,0.23,8.37,10.41,27100.0,22200.0,18100.0,12100.0,27100.0,60500.0,49500.0,74000.0,90500.0,49500.0,40500.0,40500.0,2343.067367600984,0.7206667015729569,0.45454545454545453,0.7837133399960771,0.015684437987638383,49.44649446494465,-18.181818181818183
custom bottle,8100.0,100.0,0.04,1.55,0.82,8100.0,9900.0,9900.0,8100.0,8100.0,8100.0,8100.0,9900.0,9900.0,9900.0,8100.0,8100.0,3.2595323968026446,0.03510212264746693,0.45454545454545453,0.9187040832693882,5.3955713120888535e-06,0.0,-18.181818181818183
simple dashboards,1300.0,6.0,0.24,12.65,5.52,1000.0,1000.0,1000.0,1300.0,1300.0,1300.0,1300.0,1600.0,1600.0,1300.0,1600.0,1600.0,45.54619505166608,0.9635423109480669,0.7272727272727273,1.0,0.025669896636293172,60.0,23.076923076923077
entry security system,210.0,43.0,0.44,5.13,3.02,320.0,390.0,260.0,170.0,320.0,320.0,210.0,110.0,110.0,110.0,260.0,110.0,-15.501323517443483,0.8600475858586216,0.36363636363636365,0.46070268934892944,-0.008897975520382842,-65.625,0.0
journal gift set,880.0,99.0,0.07,1.02,0.37,880.0,880.0,720.0,720.0,720.0,720.0,720.0,590.0,720.0,1900.0,1300.0,880.0,55.971991240529675,0.2032068279746857,0.2727272727272727,0.9306142852323472,0.0033868270872025774,0.0,-53.68421052631579
life settlement services,50.0,1.0,0.41,1.47,0.93,20.0,30.0,10.0,70.0,70.0,50.0,50.0,70.0,50.0,70.0,50.0,50.0,1.598346013420566,0.7666919860626088,0.45454545454545453,0.9195027865446823,0.011497836921342942,150.0,-28.57142857142857
travel engagement,40.0,36.0,0.38,1.47,2.39,50.0,50.0,20.0,40.0,40.0,40.0,50.0,30.0,40.0,20.0,30.0,40.0,-1.0663360512606608,0.5625254726945483,0.5454545454545454,0.6914140453150103,-0.005752466810475234,-20.0,100.0
chapter books,18100.0,64.0,0.19,0.67,0.5,27100.0,22200.0,18100.0,14800.0,18100.0,22200.0,22200.0,18100.0,18100.0,18100.0,22200.0,18100.0,-137.06494336469456,0.44482079706108757,0.2727272727272727,0.7144261352349681,-0.0005754943959873809,-33.210332103321036,0.0
dog insurance quote,8100.0,21.0,3.88,16.47,15.2,12100.0,6600.0,18100.0,12100.0,5400.0,5400.0,6600.0,4400.0,5400.0,5400.0,3600.0,4400.0,-657.5622139813604,0.7837938545507325,0.09090909090909091,0.38410923462486435,-0.002104640529668643,-63.63636363636363,-18.51851851851852
relief cream,4400.0,99.0,0.09,0.98,0.45,5400.0,5400.0,5400.0,5400.0,5400.0,4400.0,6600.0,3600.0,5400.0,4400.0,2900.0,2900.0,-223.2934342149721,0.6563191348886899,0.18181818181818182,0.6923983962934922,-0.0036511333914851694,-46.2962962962963,-34.090909090909086
self published author,2400.0,26.0,1.48,8.87,7.0,880.0,880.0,880.0,1000.0,1300.0,1300.0,1300.0,1000.0,18100.0,1000.0,1000.0,1300.0,222.67901620585357,0.4722868010323572,0.45454545454545453,0.45146088221158115,0.010035083126267798,47.72727272727273,30.0
examination software,1300.0,16.0,0.61,13.91,14.75,1300.0,880.0,1000.0,880.0,1000.0,1000.0,1300.0,1300.0,1300.0,1900.0,1300.0,2900.0,111.25013539269875,0.4413882734581308,0.6363636363636364,1.0,0.026023924486761222,123.07692307692308,52.63157894736842
customer rewards app,480.0,33.0,0.09,1.17,0.52,480.0,90.0,140.0,390.0,320.0,390.0,590.0,590.0,590.0,480.0,480.0,1300.0,52.62124428066639,0.5538180272294255,0.6363636363636364,1.0,0.04507449998837008,170.83333333333331,170.83333333333331
smart tv mount,390.0,100.0,0.35,3.57,1.2,320.0,480.0,320.0,320.0,320.0,320.0,320.0,260.0,390.0,390.0,480.0,390.0,8.967437129151843,0.007125992129404901,0.36363636363636365,0.9419963652370902,6.21210989980045e-05,21.875,0.0
segment targeting,1000.0,4.0,0.89,10.23,63.47,1000.0,590.0,590.0,720.0,1000.0,1000.0,1300.0,1000.0,880.0,1000.0,1300.0,1300.0,40.77989305810624,0.5182928863534162,0.6363636363636364,1.0,0.014669136375797417,30.0,30.0
driver insurance,6600.0,60.0,2.72,27.36,25.61,5400.0,4400.0,5400.0,4400.0,5400.0,6600.0,9900.0,6600.0,8100.0,8100.0,9900.0,6600.0,317.42886115961045,0.8410486806233866,0.6363636363636364,0.9394120781708767,0.025446175139376616,22.22222222222222,-18.51851851851852
ring light,450000.0,100.0,0.03,0.58,0.29,368000.0,368000.0,368000.0,368000.0,368000.0,368000.0,450000.0,368000.0,450000.0,550000.0,450000.0,450000.0,11870.658551989596,0.7908713490793329,0.2727272727272727,0.9993219359683387,0.006468695212394782,22.282608695652172,-18.181818181818183
crown jewelry,74000.0,20.0,0.15,2.99,1.39,74000.0,49500.0,49500.0,49500.0,49500.0,49500.0,49500.0,49500.0,49500.0,49500.0,246000.0,135000.0,10797.22306921447,0.20966912485543132,0.18181818181818182,1.0,0.006401429325144744,82.43243243243244,172.72727272727272
competitive intel,12100.0,13.0,0.37,15.39,5.96,9900.0,8100.0,9900.0,8100.0,9900.0,14800.0,18100.0,12100.0,14800.0,12100.0,12100.0,14800.0,326.37109297989576,0.7455696418090891,0.5454545454545454,0.989139517373972,0.011541519418272658,49.494949494949495,22.31404958677686
bottle customization,8100.0,100.0,0.04,1.55,0.82,8100.0,9900.0,9900.0,8100.0,8100.0,8100.0,8100.0,9900.0,9900.0,9900.0,8100.0,8100.0,3.2595323968026446,0.03510212264746693,0.45454545454545453,0.9187040832693882,5.3955713120888535e-06,0.0,-18.181818181818183
group budgeting app,40.0,38.0,0.18,4.78,1.23,30.0,40.0,40.0,40.0,40.0,50.0,40.0,70.0,50.0,30.0,30.0,40.0,-0.49419881043111147,0.378836774102453,0.6363636363636364,0.7849288341806396,-0.0022827348984876027,33.33333333333333,33.33333333333333
flavor profiles,2900.0,0.0,0.06,0.74,0.67,2900.0,2900.0,2900.0,2900.0,2900.0,2900.0,3600.0,4400.0,2400.0,2900.0,2900.0,2900.0,-12.773006008901035,0.22505446991919642,0.18181818181818182,0.8470812034102673,-0.00014611043168507475,0.0,0.0
sales sequence,480.0,24.0,5.58,25.97,29.5,320.0,210.0,260.0,390.0,480.0,590.0,590.0,480.0,480.0,480.0,480.0,480.0,11.855275786781805,0.7631350689771741,0.45454545454545453,0.9781141010423291,0.009899668403882749,50.0,0.0
height growth pills,2400.0,80.0,0.05,1.62,1.14,1900.0,1600.0,1900.0,1900.0,2400.0,2400.0,2900.0,1900.0,2900.0,2400.0,2400.0,2400.0,46.76210695883639,0.8350572425096658,0.5454545454545454,0.9866125637574222,0.009755295073216772,26.31578947368421,0.0
targeted messaging,720.0,1.0,0.03,0.6,0.93,880.0,880.0,320.0,590.0,1600.0,1300.0,880.0,590.0,390.0,320.0,390.0,320.0,-66.30768744923361,0.21761072186585173,0.18181818181818182,0.43554317746809085,-0.0014787567278134023,-63.63636363636363,0.0
process mapping software,2900.0,26.0,0.26,16.26,17.38,5400.0,3600.0,2400.0,2900.0,3600.0,2900.0,2900.0,2400.0,2900.0,1900.0,2400.0,2400.0,-136.24526607204524,0.7587277533592645,0.18181818181818182,0.46079438743273193,-0.002632240328204021,-55.55555555555556,26.31578947368421
rail maintenance services,210.0,0.0,0.09,0.27,0.3,720.0,110.0,70.0,140.0,210.0,320.0,390.0,320.0,110.0,90.0,70.0,90.0,-22.97965418087821,0.41817037488966846,0.36363636363636365,0.18860674224521093,-0.002428807104709364,-87.5,0.0
audio mastering,12100.0,16.0,0.03,2.27,3.12,22200.0,14800.0,14800.0,9900.0,12100.0,9900.0,9900.0,9900.0,9900.0,9900.0,12100.0,14800.0,-203.1795318225321,0.7027350819639542,0.18181818181818182,0.544616212630447,-0.0010475787645321212,-33.33333333333333,49.494949494949495
window shutters,165000.0,100.0,1.4,6.18,4.35,110000.0,110000.0,110000.0,110000.0,110000.0,165000.0,673000.0,165000.0,135000.0,74000.0,90500.0,135000.0,-6432.682234637129,0.20390846115122618,0.18181818181818182,0.4743808222852552,-0.0006995445124182676,22.727272727272727,82.43243243243244
rural broadband,2400.0,39.0,1.38,5.36,4.64,1600.0,1600.0,1600.0,1600.0,1900.0,2400.0,2900.0,1900.0,2400.0,1900.0,2900.0,2900.0,93.14719030275286,0.8846843002965264,0.5454545454545454,1.0,0.02277498289704197,81.25,52.63157894736842
credit card processing,60500.0,37.0,0.36,32.0,17.02,27100.0,33100.0,49500.0,90500.0,49500.0,74000.0,60500.0,40500.0,60500.0,90500.0,110000.0,110000.0,5646.718616011065,0.8193402914450678,0.7272727272727273,1.0,0.059038063219814585,305.9040590405904,21.54696132596685
content strategy agency,1000.0,11.0,0.32,5.7,2.12,590.0,1000.0,720.0,480.0,1000.0,1600.0,1600.0,1600.0,1000.0,590.0,590.0,720.0,-29.479557661870086,0.2751910456937069,0.45454545454545453,0.626349991884861,-0.0024456703797457614,22.033898305084744,22.033898305084744
crowd analytics,170.0,5.0,2.65,8.16,0.37,140.0,170.0,170.0,170.0,210.0,170.0,260.0,170.0,210.0,170.0,170.0,170.0,-0.39835335721482446,0.5401491245058928,0.5454545454545454,0.8774657455978241,-0.0005783364011213996,21.428571428571427,0.0
value based care,9900.0,21.0,1.05,6.04,4.16,9900.0,8100.0,8100.0,8100.0,9900.0,12100.0,12100.0,12100.0,12100.0,9900.0,9900.0,12100.0,165.24291139037612,0.6053245227257213,0.5454545454545454,0.9690982105972585,0.005269294519263784,22.22222222222222,22.22222222222222
pollution monitoring equipment,320.0,100.0,0.04,0.4,0.21,1300.0,590.0,170.0,720.0,260.0,90.0,90.0,50.0,90.0,70.0,40.0,90.0,-54.066665279912904,0.825057009234436,0.09090909090909091,0.07793404497773401,-0.0007319676005671276,-93.07692307692308,28.57142857142857
japanese notebooks,4400.0,100.0,0.15,1.01,0.55,4400.0,6600.0,4400.0,3600.0,3600.0,3600.0,3600.0,3600.0,4400.0,3600.0,3600.0,3600.0,-79.78232073456452,0.5997757524963725,0.18181818181818182,0.653988593556444,-0.0013430903356259957,-18.181818181818183,0.0
library management software,1600.0,6.0,0.05,2.94,2.45,1600.0,1300.0,1600.0,1300.0,1600.0,1600.0,1600.0,1600.0,2400.0,1900.0,1900.0,1600.0,42.01888383372187,0.6496923290213312,0.7272727272727273,0.9568034529691142,0.011747667290474021,0.0,-15.789473684210526
strength supplements,1900.0,100.0,0.29,2.79,1.95,1600.0,2400.0,1600.0,1600.0,1900.0,1900.0,1900.0,1600.0,1900.0,1600.0,1900.0,1900.0,-0.17942315444423512,0.0035452952978496377,0.6363636363636364,0.8823177842729907,-1.9707526853856343e-07,18.75,18.75
insurance policy quotes,880.0,58.0,1.05,65.66,54.76,590.0,480.0,480.0,480.0,1000.0,880.0,880.0,720.0,1900.0,390.0,1900.0,1000.0,72.21587878289786,0.8304773731663789,0.45454545454545453,0.9486450412157096,0.0328144192861799,69.49152542372882,156.4102564102564
major appliance service,260.0,32.0,2.75,11.11,1.27,260.0,260.0,260.0,260.0,210.0,260.0,260.0,210.0,260.0,210.0,260.0,260.0,-0.4918534179899402,0.581493284920996,0.45454545454545453,0.952469756791479,-0.0004969114206526854,0.0,23.809523809523807
crisis pr,1300.0,9.0,2.73,17.16,12.35,1600.0,720.0,1300.0,720.0,1000.0,1600.0,1300.0,1300.0,1300.0,1300.0,880.0,1300.0,-0.16550473205007468,0.0051258921245836975,0.7272727272727273,0.750270091714491,-3.840491461091991e-07,-18.75,0.0
care products,2900.0,93.0,0.21,10.42,0.83,2400.0,2400.0,2400.0,2400.0,2900.0,2400.0,2900.0,2900.0,2900.0,3600.0,4400.0,2900.0,126.58144539399127,0.8313160055343618,0.5454545454545454,0.9513987732853216,0.020091289578555188,20.833333333333336,-19.444444444444446
birthday gift,673000.0,100.0,0.04,0.45,0.63,823000.0,673000.0,823000.0,673000.0,673000.0,673000.0,673000.0,673000.0,673000.0,823000.0,673000.0,673000.0,-1870.1385953272654,0.4999854845469234,0.18181818181818182,0.8482420042873009,-0.00019964059678857568,-18.226002430133658,-18.226002430133658
call recording app,135000.0,49.0,0.01,0.08,0.29,110000.0,135000.0,135000.0,135000.0,135000.0,135000.0,135000.0,135000.0,135000.0,135000.0,135000.0,135000.0,523.491357044055,0.5440553168766733,1.0,1.0,0.002177726846785275,22.727272727272727,0.0
quarter round molding,12100.0,100.0,0.11,0.9,0.61,12100.0,12100.0,12100.0,12100.0,12100.0,12100.0,12100.0,9900.0,12100.0,9900.0,12100.0,12100.0,-60.78238827128972,0.6222378094954834,0.2727272727272727,0.9596174167030318,-0.0008375658425050681,0.0,22.22222222222222
boat safety kit,2400.0,100.0,0.32,1.04,0.5,1600.0,2900.0,3600.0,4400.0,3600.0,1900.0,1900.0,1300.0,1300.0,1600.0,1600.0,1600.0,-163.15746305918296,0.193871818340852,0.36363636363636365,0.4821285901816125,-0.002296824142262422,0.0,0.0
engagement rings,1500000.0,100.0,1.01,5.13,4.26,1500000.0,1500000.0,1500000.0,1220000.0,1500000.0,1500000.0,1500000.0,1500000.0,1830000.0,1830000.0,1830000.0,1830000.0,44962.839321992964,0.5755078577288988,0.7272727272727273,1.0,0.012250580922050305,22.0,0.0
sustainable paper,1000.0,16.0,0.28,2.88,2.44,1600.0,1300.0,1600.0,1300.0,1000.0,880.0,1300.0,880.0,880.0,720.0,1000.0,1000.0,-45.78299532436246,0.9268354511149292,0.36363636363636365,0.6042710670978308,-0.007706432778129994,-37.5,38.88888888888889
growth factor serum,12100.0,100.0,0.48,3.66,2.15,12100.0,9900.0,9900.0,14800.0,14800.0,14800.0,18100.0,14800.0,18100.0,12100.0,9900.0,9900.0,-209.17768565861536,0.3364737688878835,0.45454545454545453,0.7669838843587847,-0.0018559497495431163,-18.181818181818183,-18.181818181818183
nasal spray,301000.0,100.0,0.27,4.77,0.86,301000.0,301000.0,246000.0,246000.0,301000.0,301000.0,301000.0,301000.0,368000.0,368000.0,301000.0,301000.0,4802.014623848301,0.4242019749921606,0.5454545454545454,0.9506300219401023,0.0035421353469356825,0.0,-18.206521739130434
pressure gauge,110000.0,91.0,0.22,1.84,0.78,110000.0,110000.0,110000.0,110000.0,110000.0,110000.0,110000.0,110000.0,110000.0,110000.0,135000.0,135000.0,1995.4277712561902,0.40909225213582745,0.18181818181818182,1.0,0.001328565614787837,22.727272727272727,22.727272727272727
custom plans,5400.0,97.0,0.31,1.57,1.11,9900.0,8100.0,4400.0,4400.0,3600.0,2900.0,2900.0,2400.0,5400.0,6600.0,5400.0,4400.0,-22.320356967719206,0.5580983840103031,0.2727272727272727,0.48622292060436983,-0.00029735731486560564,-55.55555555555556,-33.33333333333333
rugby coaching,3600.0,1.0,0.13,1.25,1.07,3600.0,2400.0,2400.0,2900.0,3600.0,2900.0,4400.0,3600.0,2900.0,2400.0,3600.0,3600.0,20.445563226092354,0.08582361340738909,0.5454545454545454,0.9240594462114767,0.0002804284540702821,0.0,50.0
auto loan payment,1600.0,24.0,0.17,3.76,2.0,1600.0,1300.0,1300.0,1300.0,1600.0,1900.0,2400.0,1600.0,1600.0,1900.0,1900.0,2400.0,57.45510938925488,0.6708921615610373,0.5454545454545454,1.0,0.01281302076395114,50.0,26.31578947368421
meetups,14800.0,2.0,0.25,1.81,1.26,14800.0,14800.0,14800.0,14800.0,14800.0,14800.0,14800.0,14800.0,18100.0,12100.0,14800.0,14800.0,-32.98690342944111,0.014374423217938692,0.2727272727272727,0.9311653537668755,-8.101172933265627e-06,0.0,22.31404958677686
contextual prompts,590.0,2.0,0.32,5.02,11.26,880.0,1000.0,1600.0,880.0,480.0,390.0,260.0,260.0,260.0,210.0,260.0,260.0,-71.96129966645739,0.8043841689131941,0.18181818181818182,0.24065182885789654,-0.0037224739459497513,-70.45454545454545,23.809523809523807
countryside tours,590.0,5.0,0.78,3.41,3.37,590.0,480.0,480.0,590.0,590.0,590.0,720.0,590.0,480.0,390.0,480.0,590.0,-8.325612037933128,0.02007249557534474,0.45454545454545453,0.8572642414867063,-0.00011794853617732777,0.0,51.28205128205128
virtual tour software,1900.0,10.0,0.61,7.65,5.73,2900.0,1300.0,1300.0,1300.0,1900.0,2400.0,2900.0,1900.0,1900.0,1600.0,1900.0,1900.0,-11.279260966971615,0.03318598242056503,0.2727272727272727,0.6576814471082987,-3.393141165744877e-05,-34.48275862068966,18.75
communication templates,880.0,5.0,1.26,7.47,11.21,1300.0,720.0,720.0,720.0,880.0,1000.0,1000.0,880.0,880.0,720.0,880.0,1000.0,-2.1693505793141568,0.19779611006215125,0.45454545454545453,0.6918975403762438,-0.00014782326853888107,-23.076923076923077,38.88888888888889
action figures,1000000.0,92.0,0.04,0.22,0.17,823000.0,1000000.0,1220000.0,1000000.0,1000000.0,1220000.0,1000000.0,550000.0,673000.0,673000.0,823000.0,823000.0,-31062.236434327446,0.2563572826337477,0.45454545454545453,0.7357691928734573,-0.002872908812852179,0.0,22.288261515601786
confidence building,6600.0,10.0,0.03,0.95,2.21,12100.0,9900.0,8100.0,4400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,6600.0,6600.0,-164.04385271980803,0.7222991392379449,0.18181818181818182,0.5053858932741496,-0.0014816641249785704,-45.45454545454545,22.22222222222222
simultaneous interpretation,5400.0,9.0,0.22,8.7,7.52,6600.0,4400.0,4400.0,5400.0,6600.0,6600.0,6600.0,6600.0,6600.0,5400.0,6600.0,6600.0,74.2028572544064,0.26745804258237027,0.7272727272727273,0.9627526255666208,0.0023465583487918907,0.0,22.22222222222222
hospital id bracelet,260.0,90.0,0.98,8.64,3.12,210.0,170.0,170.0,260.0,260.0,260.0,390.0,260.0,390.0,260.0,260.0,260.0,4.967096861202427,0.7550255405864706,0.45454545454545453,0.8853824433043306,0.006041859670671983,23.809523809523807,0.0
strike pad,4400.0,92.0,0.04,0.25,0.17,3600.0,4400.0,4400.0,3600.0,4400.0,4400.0,5400.0,4400.0,5400.0,3600.0,4400.0,4400.0,13.334366335858894,0.5781243397399604,0.5454545454545454,0.918499148852034,0.0009007599735817232,22.22222222222222,22.22222222222222
bridge design,14800.0,1.0,0.05,0.39,2.3,18100.0,14800.0,9900.0,12100.0,18100.0,14800.0,18100.0,14800.0,12100.0,9900.0,12100.0,14800.0,-291.3952892061059,0.31688987385306044,0.36363636363636365,0.7390414311545844,-0.0017031215220821277,-18.23204419889503,49.494949494949495
economic planning,6600.0,0.0,0.02,2.69,6.64,5400.0,5400.0,5400.0,5400.0,8100.0,8100.0,9900.0,8100.0,8100.0,8100.0,8100.0,8100.0,195.25455617278118,0.8581749263719533,0.7272727272727273,1.0,0.01761359287171015,50.0,0.0
retirement income plan,3600.0,10.0,0.68,6.14,4.04,3600.0,2400.0,2900.0,3600.0,3600.0,4400.0,4400.0,4400.0,3600.0,3600.0,3600.0,5400.0,88.3231527718118,0.6111783650394749,0.6363636363636364,1.0,0.009508951880132455,50.0,50.0
spot cleaning service,170.0,37.0,0.03,1.93,2.8,90.0,70.0,70.0,320.0,170.0,480.0,70.0,50.0,90.0,170.0,480.0,70.0,6.5825806073010265,0.33273808489817547,0.36363636363636365,0.7048165938039268,0.0034453210567060694,-22.22222222222222,-58.82352941176471
theatre costumes,3600.0,60.0,0.1,0.51,0.89,4400.0,3600.0,1900.0,2400.0,2900.0,2900.0,5400.0,3600.0,2900.0,2900.0,3600.0,6600.0,135.0590561172677,0.003716245063524859,0.45454545454545453,0.9880878702855374,6.522570260471612e-05,50.0,127.58620689655173
medicine ball,110000.0,98.0,0.13,1.2,0.82,110000.0,110000.0,110000.0,110000.0,110000.0,110000.0,135000.0,110000.0,135000.0,135000.0,135000.0,110000.0,1790.3205254029067,0.7976073489973607,0.36363636363636365,0.9560139849900507,0.004277391838623703,0.0,-18.51851851851852
occasion gifts,590.0,33.0,0.16,2.25,1.52,390.0,390.0,480.0,390.0,390.0,390.0,480.0,480.0,590.0,1600.0,1000.0,480.0,61.659084312370425,0.6395953627424911,0.5454545454545454,0.8610539511747953,0.03545898565502039,23.076923076923077,-70.0
surprise party supplies,1600.0,78.0,0.19,1.02,0.85,720.0,720.0,1000.0,1600.0,720.0,590.0,590.0,480.0,720.0,5400.0,6600.0,480.0,338.7111110526233,0.4870950884604086,0.45454545454545453,0.737415753952914,0.042394277690909636,-33.33333333333333,-91.11111111111111
corporate consulting,3600.0,7.0,0.52,7.13,9.34,2900.0,2400.0,1900.0,1900.0,2900.0,3600.0,4400.0,3600.0,3600.0,3600.0,3600.0,6600.0,226.07222000557294,0.6970724939521882,0.7272727272727273,1.0,0.037278252949852264,127.58620689655173,83.33333333333334
sliding gate kit,5400.0,100.0,0.46,2.61,1.58,5400.0,5400.0,5400.0,6600.0,6600.0,5400.0,5400.0,4400.0,4400.0,4400.0,5400.0,5400.0,-84.41522831569814,0.2956000195675923,0.36363636363636365,0.8352283963013115,-0.001396866625238774,0.0,22.727272727272727
radio equipment,1900.0,61.0,0.23,0.95,1.44,1600.0,2400.0,2900.0,1600.0,1300.0,1300.0,1900.0,1300.0,1600.0,1600.0,1600.0,1900.0,-21.49922475479592,0.3215272769260209,0.6363636363636364,0.6896907417610894,-0.0016938963119498046,18.75,18.75
customization,246000.0,6.0,0.06,1.93,2.7,246000.0,246000.0,246000.0,201000.0,246000.0,246000.0,246000.0,201000.0,246000.0,201000.0,246000.0,246000.0,-388.58291704433975,0.443851919217497,0.5454545454545454,0.9561631681001804,-0.0003811891325892337,0.0,22.388059701492537
pool maintenance,27100.0,15.0,1.11,10.2,8.75,27100.0,33100.0,49500.0,49500.0,40500.0,33100.0,27100.0,18100.0,27100.0,14800.0,18100.0,14800.0,-2486.595178174191,0.34568894257189153,0.2727272727272727,0.46705200980899486,-0.0034303434698109625,-45.38745387453875,0.0
