keyword,search_volume,competition,low_top_of_page_bid,high_top_of_page_bid,cpc,2025_09,2025_08,2025_07,2025_06,2025_05,2025_04,2025_03,2025_02,2025_01,2024_12,2024_11,2024_10,growth_slope,growth_r2,growth_consistency,growth_stability,sustained_growth_score,yoy_trend_%,3month_trend_%,priority_score
low interest loan,60500,75,0.88,12.71,10.73,40500,110000,40500,40500,40500,49500,60500,40500,60500,60500,49500,74000,835.9572249637621,0.015697185440094574,0.5454545454545454,0.7325623291633454,0.00009543664455357403,82.71604938271605,22.31404958677686,4.786318921532797
backdrop stand,60500,100,0.28,2.25,0.75,49500,74000,60500,49500,60500,49500,49500,49500,60500,49500,60500,74000,670.2040759963651,0.018368619932755847,0.45454545454545453,0.9554504334267682,0.00009476765299494896,49.494949494949495,49.494949494949495,4.786286931992986
teacher coaching,60500,100,0.28,2.25,0.75,49500,74000,60500,49500,60500,49500,49500,49500,60500,49500,60500,74000,670.2040759963651,0.018368619932755847,0.45454545454545453,0.9554504334267682,0.00009476765299494896,49.494949494949495,49.494949494949495,4.786286931992986
buy cranberry sauce,60500,100,0.54,10.38,3.59,60500,60500,60500,60500,60500,60500,60500,49500,49500,49500,60500,74000,88.93832237887241,0.33994873309470497,0.18181818181818182,1,0.00009362605093782227,22.31404958677686,49.494949494949495,4.7862323433752625
tv for dogs,33100,3,0.07,0.34,0.66,27100,33100,27100,27100,22200,27100,27100,27100,33100,33100,40500,33100,991.477177286673,0.2700337217668285,0.6363636363636364,0.9983185431037521,0.005893628908552475,22.14022140221402,0,4.786209883033732
postal uniform,14800,100,1.35,3.75,3.78,12100,12100,12100,12100,12100,12100,14800,12100,14800,14800,18100,18100,563.141242405017,0.7528058277252692,0.45454545454545453,1,0.014767255517664429,49.586776859504134,22.2972972972973,4.786094918662666
smart contracts,49500,8,0.05,2.94,0.93,60500,40500,40500,40500,40500,40500,49500,49500,49500,49500,90500,60500,2670.3431717084345,0.07871728779462595,0.45454545454545453,0.9982033729076,0.0019470257439877174,0,22.22222222222222,4.78601037073539
stage lighting,60500,97,0.2,1.72,1.1,60500,49500,49500,49500,74000,60500,60500,49500,49500,60500,60500,60500,253.22608087950024,0.03758800928701833,0.5454545454545454,0.9663555195080721,0.00008856525560479543,0,0,4.785990348522425
personalized resumes,60500,47,0.08,7.36,5.53,49500,90500,74000,40500,49500,49500,60500,49500,60500,74000,60500,60500,505.5381969871218,0.02757601190345149,0.45454545454545453,0.8272718361273047,0.00008751109357189015,22.22222222222222,-18.243243243243242,4.785939941072759
lifelong learners,60500,4,0.1,2.05,1.33,60500,49500,49500,40500,49500,60500,74000,60500,60500,49500,49500,60500,126.60454044428965,0.07394479775569307,0.5454545454545454,0.9314418523559279,0.00008630187710002209,0,22.22222222222222,4.785882119299124
lifelong learning,60500,4,0.1,2.05,1.33,60500,49500,49500,40500,49500,60500,74000,60500,60500,49500,49500,60500,126.60454044428965,0.07394479775569307,0.5454545454545454,0.9314418523559279,0.00008630187710002209,0,22.22222222222222,4.785882119299124
nasal dilator,40500,100,0.18,2.44,0.93,33100,33100,33100,33100,40500,40500,49500,40500,90500,40500,40500,33100,838.7454310633275,0.6689930537405289,0.36363636363636365,0.7713019365581234,0.003871170470387023,0,-18.271604938271604,4.785817461509718
powerline adapter,60500,100,0.12,0.49,0.36,60500,60500,60500,49500,49500,49500,49500,49500,60500,60500,74000,60500,1213.6424964536043,0.01384031066575342,0.2727272727272727,0.9953969010751511,0.00008068475111254305,0,0,4.785613522075317
towel radiator,22200,100,0.49,3.34,2.19,22200,18100,18100,18100,18100,18100,22200,27100,33100,22200,27100,27100,897.8535843643293,0.5343495901978552,0.45454545454545453,1,0.010102539251307437,22.07207207207207,22.07207207207207,4.785444989694883
vibe lamp,60500,78,0.96,5.32,2.1,49500,110000,74000,40500,49500,49500,49500,49500,60500,49500,60500,74000,84.19930808997258,0.2003562170723875,0.36363636363636365,0.718150826740364,0.00007294383170886309,49.494949494949495,49.494949494949495,4.785243370245684
font for logo,60500,23,0.16,1.82,1.49,60500,60500,60500,49500,60500,60500,60500,60500,60500,60500,60500,60500,208.925006078942,0.02803158433474706,0.7272727272727273,0.9968114291662383,0.00007140354093290316,0,0,4.785169717308721
ai outbound automation,60500,23,0.16,1.82,1.49,60500,60500,60500,49500,60500,60500,60500,60500,60500,60500,60500,60500,208.925006078942,0.02803158433474706,0.7272727272727273,0.9968114291662383,0.00007140354093290316,0,0,4.785169717308721
logo font,60500,23,0.16,1.82,1.49,60500,60500,60500,49500,60500,60500,60500,60500,60500,60500,60500,60500,208.925006078942,0.02803158433474706,0.7272727272727273,0.9968114291662383,0.00007140354093290316,0,0,4.785169717308721
fan engagement tech,18100,100,0.24,0.96,0.61,14800,18100,18100,14800,14800,14800,18100,14800,22200,27100,22200,18100,706.024963391662,0.5846607246663014,0.5454545454545454,0.956116804462264,0.012387480558426577,22.2972972972973,-33.210332103321036,4.785097680571399
pocketbook organizer,18100,100,0.24,0.96,0.61,14800,18100,18100,14800,14800,14800,18100,14800,22200,27100,22200,18100,706.024963391662,0.5846607246663014,0.5454545454545454,0.956116804462264,0.012387480558426577,22.2972972972973,-33.210332103321036,4.785097680571399
startup growth strategy,18100,100,0.24,0.96,0.61,14800,18100,18100,14800,14800,14800,18100,14800,22200,27100,22200,18100,706.024963391662,0.5846607246663014,0.5454545454545454,0.956116804462264,0.012387480558426577,22.2972972972973,-33.210332103321036,4.785097680571399
remote access,60500,33,0.01,6.19,1.75,60500,49500,60500,60500,60500,60500,60500,49500,60500,49500,60500,74000,439.92181657346015,0.012429172395787225,0.7272727272727273,1,0.00006845587699495247,22.31404958677686,49.494949494949495,4.7850287672299405
bidet toilet seat,60500,100,0.43,1.36,1.51,60500,60500,74000,60500,49500,49500,49500,49500,60500,74000,74000,60500,1119.090349599001,0.01001054478522756,0.36363636363636365,0.9527985722694984,0.00006499586002868577,0,-18.243243243243242,4.784863317682691
brewers yeast,60500,100,0.3,1.03,0.5,60500,60500,60500,60500,60500,60500,74000,60500,74000,60500,60500,60500,47.60756605578419,0.4944860688354784,0.18181818181818182,0.9372738659996693,0.00006425889596470168,0,0,4.784828077863954
maternity bras,60500,100,0.18,2.12,1.15,60500,60500,60500,60500,60500,60500,74000,60500,74000,60500,60500,60500,47.60756605578419,0.4944860688354784,0.18181818181818182,0.9372738659996693,0.00006425889596470168,0,0,4.784828077863954
android smartwatch,60500,95,0.03,0.81,0.47,74000,49500,49500,49500,49500,49500,60500,49500,60500,74000,74000,74000,2159.277210218969,0.004119808084271592,0.45454545454545453,0.9145945824936518,0.00006347820556313034,0,0,4.784790747158717
boardroom display,60500,85,0.13,1.33,0.46,60500,60500,49500,49500,60500,60500,49500,49500,60500,49500,74000,60500,762.112600946947,0.010074357464928796,0.45454545454545453,0.9924179247972247,0.00006115681101720013,0,22.22222222222222,4.7846797437502495
shadow box frame,49500,100,0.23,0.82,0.48,40500,49500,49500,49500,49500,40500,49500,49500,49500,60500,49500,40500,271.2892446047798,0.5024340145545372,0.7272727272727273,0.9215004128555728,0.001918114426459535,0,-33.057851239669425,4.784653098519632
shadowbox frame,49500,100,0.23,0.82,0.48,40500,49500,49500,49500,49500,40500,49500,49500,49500,60500,49500,40500,271.2892446047798,0.5024340145545372,0.7272727272727273,0.9215004128555728,0.001918114426459535,0,-33.057851239669425,4.784653098519632
princess cut diamond,60500,100,1.06,4.19,1.15,60500,74000,60500,49500,60500,49500,60500,60500,74000,74000,60500,60500,655.819449634378,0.011251557658695233,0.5454545454545454,0.9270794729790535,0.00006034624452971062,0,-18.243243243243242,4.784640984443668
rail job recruitment,49500,37,0.82,5.33,4.35,33100,33100,33100,33100,33100,40500,74000,60500,74000,49500,33100,33100,487.4397979867482,0.6126642666974536,0.36363636363636365,0.7493936479973403,0.0019166490475641062,0,-33.131313131313135,4.784584304765824
cloud computing course,33100,55,0.26,1.46,1.61,33100,27100,33100,33100,33100,27100,33100,33100,49500,40500,33100,33100,616.4477898421079,0.5361641266944213,0.6363636363636364,0.9288871820450054,0.005857163761094942,0,-18.271604938271604,4.784561721090975
neodymium magnets,60500,0,0.06,2.29,12.89,49500,49500,60500,60500,60500,60500,74000,90500,60500,49500,60500,60500,13.370722603428701,0.5627603936178605,0.5454545454545454,0.8510538614303831,0.00005831034769630578,22.22222222222222,22.22222222222222,4.784543632837415
best self tanner,40500,36,0.48,2.82,2.42,40500,33100,27100,33100,49500,49500,49500,40500,40500,33100,49500,49500,678.6991296897355,0.41468038438862354,0.5454545454545454,1,0.003843429696076251,22.22222222222222,49.546827794561935,4.784539317810258
cloud data transfer,60500,95,0.2,0.86,0.37,60500,60500,60500,49500,49500,49500,49500,49500,60500,74000,60500,60500,1041.6476197155696,0.008647585435284766,0.36363636363636365,0.9964347796538155,0.000057575935998295984,0,-18.243243243243242,4.784508515066573
infrared heating pad,6600,100,0.38,1.93,2.17,5400,5400,4400,4400,5400,5400,6600,6600,8100,9900,8100,6600,342.26958493209537,0.723872398566251,0.6363636363636364,0.9543049736034784,0.02525915310995777,22.22222222222222,-33.33333333333333,4.784328386322496
table cover,60500,100,0.18,4.95,2.09,60500,60500,60500,49500,49500,49500,60500,49500,60500,60500,60500,74000,1099.7039131085407,0.006054633426147427,0.45454545454545453,1,0.00005297584488870756,22.31404958677686,22.31404958677686,4.784288549962701
clue board game,60500,81,0.04,0.36,0.17,60500,60500,60500,74000,60500,60500,49500,40500,60500,74000,74000,49500,330.5179169897107,0.028235265493105288,0.36363636363636365,0.9153070763907416,0.00005130978683239546,-18.181818181818183,-33.108108108108105,4.784208883142049
cultural competence,33100,1,0.3,2.43,3.27,40500,27100,22200,27100,33100,40500,40500,40500,40500,33100,40500,49500,1145.506813675037,0.27953641595321,0.6363636363636364,1,0.0058462178294302804,22.22222222222222,49.546827794561935,4.784066983807416
ai hotel software,33100,0,0.04,0.78,1.93,40500,27100,22200,27100,33100,40500,40500,40500,40500,33100,40500,49500,1145.506813675037,0.27953641595321,0.6363636363636364,1,0.0058462178294302804,22.22222222222222,49.546827794561935,4.784066983807416
spruce shingles,33100,1,0.3,2.43,3.27,40500,27100,22200,27100,33100,40500,40500,40500,40500,33100,40500,49500,1145.506813675037,0.27953641595321,0.6363636363636364,1,0.0058462178294302804,22.22222222222222,49.546827794561935,4.784066983807416
co2 gas cylinder,33100,100,0.19,4.62,2.88,33100,33100,33100,33100,33100,33100,40500,33100,49500,33100,40500,40500,730.5521485438791,0.7820621483670862,0.36363636363636365,0.9912637478505014,0.005841815162597749,22.356495468277945,22.356495468277945,4.783867990839446
rock climbing gear,60500,25,0.08,2.11,2.34,74000,60500,40500,40500,49500,60500,60500,60500,74000,60500,60500,49500,414.1738667202231,0.017380508780561743,0.45454545454545453,0.7806985069196534,0.000043713311221819827,-33.108108108108105,-18.181818181818183,4.783845638261257
national flag store,260,51,0.55,2.48,2.23,40,50,30,70,50,50,40,20,40,30,40,2900,111.52275642330983,0.2229435392226582,0.45454545454545453,1,0.09808633671332508,7150,9566.666666666668,4.783732237598533
blockchain development,18100,15,0.26,1.58,1.64,14800,8100,14800,12100,9900,12100,12100,33100,60500,40500,9900,9900,1229.2299661854267,0.5329948442084074,0.5454545454545454,0.6315852417352104,0.012354369190579272,-33.108108108108105,-75.55555555555556,4.783687904956717
interoperability,60500,0,0.53,7.09,8.79,74000,60500,60500,60500,74000,74000,74000,74000,60500,60500,74000,74000,231.35898568735539,0.022427769467137093,0.5454545454545454,0.9467636947295699,0.00003938634150327477,0,22.31404958677686,4.78363873315418
charging rates ev,60500,100,0.6,3.95,3.43,60500,60500,60500,60500,74000,49500,49500,49500,60500,74000,60500,60500,396.83600997597847,0.02300668093030933,0.2727272727272727,0.9345677931563396,0.00003885953232351279,0,-18.243243243243242,4.783613542427913
creator economy,22200,36,0.04,0.96,0.73,18100,18100,18100,18100,18100,18100,22200,22200,22200,18100,22200,27100,534.6042104555241,0.8025212667096333,0.45454545454545453,1,0.010058504031061788,49.72375690607735,49.72375690607735,4.783531063589931
ai chat pricing,49500,47,0.28,3.32,0.71,49500,40500,40500,40500,49500,49500,60500,49500,49500,40500,49500,60500,601.1810594533606,0.32670852423907826,0.45454545454545453,1,0.0018896928092688456,22.22222222222222,49.382716049382715,4.783318815801378
cow feed,60500,50,0.06,0.53,0.49,60500,60500,49500,49500,49500,49500,60500,49500,60500,60500,60500,60500,778.9632674310674,0.005115256543116509,0.45454545454545453,0.9702368625760026,0.000031582133615848356,0,0,4.783265555024074
smog mask cheap,60500,50,0.06,0.53,0.49,60500,60500,49500,49500,49500,49500,60500,49500,60500,60500,60500,60500,778.9632674310674,0.005115256543116509,0.45454545454545453,0.9702368625760026,0.000031582133615848356,0,0,4.783265555024074
grow tent,49500,100,0.27,1.7,1.26,40500,40500,40500,40500,49500,60500,49500,40500,49500,40500,49500,49500,294.2743909706108,0.549413131403367,0.5454545454545454,0.9602511683014407,0.0018880285773691355,22.22222222222222,22.22222222222222,4.783240686684091
proofreading service,49500,100,0.03,0.24,0.13,49500,49500,49500,49500,49500,40500,49500,49500,49500,49500,60500,60500,1011.0515878975883,0.16940310052600682,0.5454545454545454,1,0.001886966988078955,22.22222222222222,22.22222222222222,4.783190849258083
mobility ventures vc,12100,100,0.2,1.12,0.42,9900,9900,9900,9900,9900,9900,9900,12100,12100,14800,14800,14800,554.4234026385002,0.7360605599738372,0.45454545454545453,1,0.017154884215751294,49.494949494949495,0,4.783182473371869
makeup bag travel,4400,100,0.33,1.61,0.86,2900,3600,3600,3600,3600,2900,3600,3600,5400,9900,5400,3600,294.8528794312875,0.6697789510650691,0.7272727272727273,0.8650915242594844,0.03128089605433493,24.137931034482758,-63.63636363636363,4.7831573210067155
hockey puck,60500,65,0.24,1.2,0.73,60500,40500,40500,49500,60500,74000,60500,49500,60500,49500,49500,60500,30.131388652453772,0.09935401703461089,0.5454545454545454,0.9187984331574502,0.00002769707063427374,0,22.22222222222222,4.783079780816145
sneaker sale,60500,100,0.14,0.69,0.37,60500,74000,74000,60500,60500,60500,74000,60500,60500,74000,74000,60500,276.80815233212604,0.012784922002807453,0.45454545454545453,0.9349060026180642,0.000022806157658869817,0,-18.243243243243242,4.782845909322073
sneakers sale,60500,100,0.14,0.69,0.37,60500,74000,74000,60500,60500,60500,74000,60500,60500,74000,74000,60500,276.80815233212604,0.012784922002807453,0.45454545454545453,0.9349060026180642,0.000022806157658869817,0,-18.243243243243242,4.782845909322073
bangle bracelet,60500,100,0.16,1.43,0.83,60500,74000,60500,60500,60500,60500,60500,49500,60500,74000,74000,60500,659.6182534882043,0.006132798024159003,0.36363636363636365,0.9453329865214154,0.000022181487297975127,0,-18.243243243243242,4.782816039113517
full mattress,60500,100,0.92,5.17,4.13,60500,74000,74000,60500,60500,60500,74000,49500,60500,74000,74000,60500,277.29906468535523,0.011705168786537712,0.45454545454545453,0.9235865183177341,0.000020915757248763158,0,-18.243243243243242,4.78275551499886
juice bottles,40500,96,0.14,2.42,0.49,33100,33100,40500,40500,40500,40500,49500,40500,40500,33100,33100,60500,499.65811672815386,0.5419288034123044,0.5454545454545454,1,0.003804512276272025,82.77945619335347,82.77945619335347,4.782746215196583
juice bottle,40500,96,0.14,2.42,0.49,33100,33100,40500,40500,40500,40500,49500,40500,40500,33100,33100,60500,499.65811672815386,0.5419288034123044,0.5454545454545454,1,0.003804512276272025,82.77945619335347,82.77945619335347,4.782746215196583
incident reporting,60500,3,0.62,7.93,6.37,60500,60500,60500,60500,60500,60500,74000,60500,60500,49500,60500,74000,104.4412180034461,0.044643495039675685,0.2727272727272727,0.9806498970455779,0.000020350718556646577,22.31404958677686,49.494949494949495,4.782728496230831
outreach service,60500,3,0.62,7.93,6.37,60500,60500,60500,60500,60500,60500,74000,60500,60500,49500,60500,74000,104.4412180034461,0.044643495039675685,0.2727272727272727,0.9806498970455779,0.000020350718556646577,22.31404958677686,49.494949494949495,4.782728496230831
mercury vapor lamp,18100,46,0.11,0.96,0.61,18100,18100,18100,14800,18100,18100,22200,18100,22200,22200,22200,22200,517.8454959187645,0.7066797789523956,0.6363636363636364,1,0.01233104839397432,22.65193370165746,0,4.78269498039618
wrongful termination,33100,100,0.21,0.79,0.5,40500,6600,2400,1300,1000,1300,1000,720,1600,2400,18100,301000,11586.540377135098,0.031266195446031264,0.2727272727272727,1,0.005815844159825005,643.2098765432099,12441.666666666668,4.78269414618586
quality badge,60500,0,0.03,13.93,12.79,60500,49500,60500,49500,60500,60500,60500,49500,60500,49500,49500,74000,204.29999530432718,0.009602386101897564,0.5454545454545454,0.9840304440093921,0.000018611823217368525,22.31404958677686,49.494949494949495,4.782645346509486
solar roof panels,60500,54,0.14,1.94,1.86,90500,49500,40500,40500,49500,40500,74000,90500,60500,40500,74000,110000,2657.137150415801,0.0008439209603324782,0.45454545454545453,0.8489691160454839,0.000014057497353938898,21.54696132596685,171.60493827160494,4.782427569787733
purpose driven travel,60500,54,0.14,1.94,1.86,90500,49500,40500,40500,49500,40500,74000,90500,60500,40500,74000,110000,2657.137150415801,0.0008439209603324782,0.45454545454545453,0.8489691160454839,0.000014057497353938898,21.54696132596685,171.60493827160494,4.782427569787733
plywood price,49500,93,0.01,0.2,0.09,49500,60500,49500,49500,49500,49500,60500,49500,60500,49500,60500,60500,704.8966108207734,0.30985658206631506,0.45454545454545453,1,0.0018672391270815865,22.22222222222222,22.22222222222222,4.782264704070062
gift for dad,27100,100,0.11,1.23,0.38,22200,22200,22200,27100,22200,18100,18100,18100,33100,27100,33100,33100,1148.5622370215635,0.35372657946375197,0.45454545454545453,1,0.007877778386461698,49.0990990990991,22.14022140221402,4.782188787549393
train excursion packages,60500,63,3.96,16.95,13.14,74000,49500,40500,49500,49500,60500,74000,60500,74000,40500,49500,74000,299.3970863864839,0.004492248309986402,0.45454545454545453,0.8196582503889649,0.000008636328594587141,0,82.71604938271605,4.7821683427592125
beer kegs,60500,90,0.32,2.69,0.95,60500,60500,60500,74000,60500,60500,60500,49500,49500,74000,60500,74000,510.5185345444502,0.0038108534007067485,0.2727272727272727,0.9859495327368529,0.000008525460207528936,22.31404958677686,0,4.782163041304156
contingency planning,60500,0,0.07,1.22,3.83,74000,60500,60500,60500,60500,60500,74000,60500,74000,60500,74000,74000,842.4532297303352,0.0018204825755401277,0.36363636363636365,0.9413746662741186,0.000007998872268343777,0,22.31404958677686,4.7821378611570715
contingency plan,60500,0,0.07,1.22,3.83,74000,60500,60500,60500,60500,60500,74000,60500,74000,60500,74000,74000,842.4532297303352,0.0018204825755401277,0.36363636363636365,0.9413746662741186,0.000007998872268343777,0,22.31404958677686,4.7821378611570715
entrepreneurial community,60500,54,0.03,0.57,0.21,74000,49500,49500,60500,49500,40500,49500,49500,74000,49500,74000,110000,3094.986342300505,0.0003793424022121572,0.36363636363636365,1,0.000007345708637133135,48.64864864864865,122.22222222222223,4.782106628470031
fishermans knot kit,40500,100,0.14,0.73,0.56,33100,40500,49500,33100,33100,33100,33100,33100,49500,60500,49500,33100,1170.9704118167247,0.3050490366045788,0.45454545454545453,0.9108113854309311,0.0037894415885305344,0,-45.289256198347104,4.782051840037204
kale chips,60500,41,0.02,0.45,0.29,60500,60500,74000,60500,60500,60500,74000,60500,74000,49500,60500,74000,15.943050387001486,0.06815480835143739,0.36363636363636365,0.9694877588401914,0.00000602651841533806,22.31404958677686,49.494949494949495,4.782043548020699
velodrome experience,60500,95,0.15,1.79,0.33,60500,60500,60500,60500,60500,49500,60500,60500,60500,74000,60500,49500,102.77693445650843,0.010090471353897623,0.36363636363636365,0.9204411516366973,0.000005778803305273325,-18.181818181818183,-33.108108108108105,4.78203170289011
farm to table,60500,6,0.02,3.89,3.04,60500,60500,74000,60500,60500,60500,60500,60500,60500,60500,60500,74000,272.73833804089287,0.00705649877136616,0.18181818181818182,0.9716218243672252,0.000005461827591872913,22.31404958677686,22.31404958677686,4.782016545886897
day trader,60500,38,0.94,6.37,4.27,49500,49500,60500,90500,40500,60500,49500,49500,60500,49500,60500,60500,24.646727600264633,0.02327220026711574,0.5454545454545454,0.8345985481211424,0.000004653497847643716,22.22222222222222,22.22222222222222,4.781977893535908
calendar templates,49500,33,0.36,2.98,1.85,49500,40500,40500,40500,49500,49500,49500,40500,60500,49500,49500,49500,656.6079242850615,0.3658461426325421,0.36363636363636365,0.9942134755040918,0.0018603827919228522,0,0,4.7819428262032435
investor messaging,60500,15,0.03,0.32,0.6,90500,40500,60500,33100,27100,33100,33100,110000,110000,40500,60500,74000,2128.8938602982894,0.0005207725709949207,0.2727272727272727,0.7371920232409307,0.0000037639298609056917,-18.23204419889503,82.71604938271605,4.78193535657089
arm sleeve compression,170,29,1.14,9.59,16.77,30,20,40,30,40,40,50,40,40,30,90,1300,52.08605873697639,0.27883531348165147,0.5454545454545454,1,0.11439324624879191,4233.333333333334,4233.333333333334,4.781931848464046
apple turnover,60500,28,0.05,0.58,0.26,74000,60500,49500,49500,49500,49500,60500,49500,60500,60500,90500,90500,2890.791260134703,0.00013718961715958322,0.45454545454545453,1,0.0000030055983506621394,22.2972972972973,49.586776859504134,4.781899095013142
fresh beets,60500,100,0.31,1.69,0.74,74000,60500,49500,74000,74000,49500,60500,49500,49500,60500,74000,60500,1.5380245385092783,0.39521432151235614,0.36363636363636365,0.8317702658625009,0.0000029531376458410993,-18.243243243243242,0,4.78189658647057
onthego,60500,8,0.12,2.05,0.98,60500,60500,60500,60500,60500,60500,60500,49500,60500,60500,60500,60500,0.49091235322916627,0.32746746557722817,0.36363636363636365,0.9867198216003259,9.660892318914657e-7,0,0,4.781801570676239
advisor crm software,60500,36,2.65,9.69,8.2,60500,60500,60500,60500,60500,60500,60500,49500,60500,60500,60500,60500,0.49091235322916627,0.32746746557722817,0.36363636363636365,0.9867198216003259,9.660892318914657e-7,0,0,4.781801570676239
medical imaging eu,60500,19,0.06,0.44,0.27,60500,74000,74000,60500,60500,60500,60500,60500,74000,74000,60500,60500,25.048976318618784,0.005610472693322932,0.36363636363636365,0.9045256528050115,7.090811035059041e-7,0,-18.243243243243242,4.781789281176246
program management,60500,19,0.02,3.3,0.77,27100,165000,27100,27100,27100,40500,40500,60500,135000,74000,33100,40500,454.7595823030663,0.0005543130331434609,0.2727272727272727,0.5127925291484952,6.000857227138328e-7,49.44649446494465,-45.27027027027027,4.781784069283767
ai for education,60500,19,0.25,4.51,2.49,60500,60500,49500,49500,60500,60500,60500,60500,60500,49500,60500,60500,115.73230597022246,0.00019333933212850596,0.6363636363636364,0.967477024685311,2.387580226715198e-7,0,22.22222222222222,4.781766791477049
ai in education,60500,19,0.25,4.51,2.49,60500,60500,49500,49500,60500,60500,60500,60500,60500,49500,60500,60500,115.73230597022246,0.00019333933212850596,0.6363636363636364,0.967477024685311,2.387580226715198e-7,0,22.22222222222222,4.781766791477049
canoe oar,60500,19,0.25,4.51,2.49,60500,60500,49500,49500,60500,60500,60500,60500,60500,49500,60500,60500,115.73230597022246,0.00019333933212850596,0.6363636363636364,0.967477024685311,2.387580226715198e-7,0,22.22222222222222,4.781766791477049
ocean mask kit,60500,96,0.08,1.1,0.65,60500,60500,49500,49500,49500,40500,49500,74000,60500,60500,60500,49500,577.80103369904,0.000043773361980803394,0.45454545454545453,0.9298841422071764,1.9251298239393984e-7,-18.181818181818183,-18.181818181818183,4.781764580152351
ups battery,60500,97,0.02,1.14,0.4,49500,49500,60500,60500,74000,60500,60500,49500,49500,49500,49500,60500,-685.522562758766,0.018511289897765626,0.36363636363636365,0.8681939750533835,-0.00007168573972060563,22.22222222222222,22.22222222222222,4.781755374652469
car financing,60500,58,0.14,5.08,3.22,74000,74000,40500,40500,90500,110000,49500,40500,49500,49500,40500,60500,-2194.997220907355,0.3288936997152466,0.2727272727272727,0.6637958941180168,-0.002084776584470973,-18.243243243243242,22.22222222222222,4.781755374652469
retrieval augmented generation,60500,30,1.15,8.97,11.44,60500,60500,60500,49500,60500,60500,60500,49500,49500,49500,49500,60500,-678.6342981686934,0.749936704524716,0.36363636363636365,0.8987394411593159,-0.0029253637814176067,0,22.22222222222222,4.781755374652469
ai data analytics,60500,46,0.2,7.25,4.25,33100,74000,60500,110000,60500,74000,74000,49500,60500,40500,49500,40500,-2734.746864147078,0.0034299510750970263,0.45454545454545453,0.6369299412546333,-0.000044176831380228264,22.356495468277945,0,4.781755374652469
enterprise software,60500,18,0.25,7.68,3.81,18100,27100,60500,49500,49500,74000,301000,90500,60500,22200,22200,22200,-4575.10394709296,0.26625772295838945,0.5454545454545454,0.36053740644293625,-0.0037149302429498664,22.65193370165746,0,4.781755374652469
professional essay,60500,1,0.05,0.21,0.56,74000,60500,49500,60500,90500,74000,74000,49500,49500,49500,60500,60500,-1370.92813484498,0.26054791256042,0.5454545454545454,0.7943274550358582,-0.002406441240055775,-18.243243243243242,22.22222222222222,4.781755374652469
doctor price estimate,60500,31,0.17,1.91,1.93,40500,49500,60500,49500,60500,110000,60500,49500,74000,33100,40500,74000,-755.5982657971272,0.22692413160531022,0.5454545454545454,0.7927490040905814,-0.00130366643421202,82.71604938271605,123.56495468277946,4.781755374652469
copyright strategy,60500,97,0.05,0.69,0.47,60500,74000,60500,49500,49500,49500,60500,49500,60500,60500,60500,49500,-125.72645470134849,0.362087055360929,0.45454545454545453,0.812435727541193,-0.0002890795305091605,-18.181818181818183,-18.181818181818183,4.781755374652469
idea generation tool,60500,3,0.26,1.11,0.14,74000,74000,60500,60500,60500,60500,60500,60500,60500,49500,49500,49500,-1725.1145823929983,0.9260983105733308,0,0.7211997152704458,0,-33.108108108108105,0,4.781755374652469
subset meal options,60500,42,0.18,2.12,0.9,27100,368000,201000,22200,18100,14800,22200,14800,12100,6600,6600,5400,-11865.726507103607,0.46341280938419527,0.09090909090909091,0.06447277841906857,-0.000404425316914121,-80.07380073800738,-18.181818181818183,4.781755374652469
best essential oil,60500,97,0.03,1.06,0.31,60500,74000,74000,74000,90500,74000,74000,49500,49500,33100,40500,40500,-4125.290754311845,0.3799001298865108,0.36363636363636365,0.591064470322852,-0.005164849999745866,-33.057851239669425,22.356495468277945,4.781755374652469
jones property,60500,84,0.25,1.34,0.7,74000,90500,74000,60500,60500,60500,60500,49500,49500,60500,74000,74000,-180.83903525689698,0.6243025031239858,0.36363636363636365,0.788894674563075,-0.00048154327438661604,0,22.31404958677686,4.781755374652469
barbeque smoker,60500,100,0.18,0.73,0.46,40500,49500,90500,110000,110000,49500,49500,33100,40500,49500,49500,49500,-2937.319155221337,0.029352866569732683,0.36363636363636365,0.5415029158163608,-0.0002759483040221987,22.22222222222222,0,4.781755374652469
life expectancy calculator,60500,0,0.07,2.55,2.73,49500,60500,74000,165000,40500,40500,40500,40500,49500,49500,49500,40500,-2854.9942181796787,0.15542583252398756,0.2727272727272727,0.45691681512505244,-0.0009036193524897198,-18.181818181818183,-18.181818181818183,4.781755374652469
compact freezer,60500,49,0.11,4.44,1.11,49500,60500,74000,74000,74000,74000,60500,27100,27100,33100,60500,49500,-2337.6121403359953,0.22620150213162005,0.6363636363636364,0.6755774215843656,-0.003972289074374498,0,49.546827794561935,4.781755374652469
it consulting,60500,12,0.64,10.09,8.52,60500,40500,49500,49500,90500,60500,60500,60500,60500,49500,49500,49500,-910.752868739798,0.039282138316115045,0.2727272727272727,0.8331242973323482,-0.00014225248964624626,-18.181818181818183,0,4.781755374652469
exterior paint,60500,59,0.13,4.12,1.77,74000,74000,74000,74000,74000,74000,74000,49500,49500,49500,60500,74000,-1532.289804839838,0.716268492713755,0.18181818181818182,0.8530705642380954,-0.002478744751927761,0,49.494949494949495,4.781755374652469
